type,name,id
ncrna,miR-142-3p,280
ncrna,miR-142-5p,281
ncrna,miR-143,282
ncrna,miR-144,283
ncrna,miR-144-3p,284
ncrna,miR-145,285
ncrna,miR-145-5p,286
ncrna,miR-1468,287
ncrna,miR-146a,288
ncrna,miR-146a-5p,289
ncrna,miR-146b-5p,290
ncrna,miR-1470,291
ncrna,miR-148a,292
ncrna,miR-148a-3p,293
ncrna,miR-148b,294
ncrna,miR-149,295
ncrna,miR-149-5p,296
ncrna,miR-150,297
ncrna,miR-152,298
ncrna,miR-153,299
ncrna,miR-153-5p,300
ncrna,miR-1538,301
ncrna,miR-1539,302
ncrna,miR-155,303
ncrna,miR-155-3p,304
ncrna,miR-155-5p,305
ncrna,miR-15b,306
ncrna,miR-15b-5p,307
ncrna,miR-16,308
ncrna,miR-17,309
ncrna,miR-17-5p,310
ncrna,miR-17-92,311
ncrna,miR-181,312
ncrna,miR-181a,313
ncrna,miR-181a-5p,314
ncrna,miR-181b,315
ncrna,miR-181b-5p,316
ncrna,miR-181c,317
ncrna,miR-181c-5p,318
ncrna,miR-181d,319
ncrna,miR-182,320
ncrna,miR-182-5p,321
ncrna,miR-183,322
ncrna,miR-183-5p,323
ncrna,miR-184,324
ncrna,miR-185,325
ncrna,miR-185-3p,326
ncrna,miR-185-5p,327
ncrna,miR-186,328
ncrna,miR-187,329
ncrna,miR-187-5p,330
ncrna,miR-188-3p,331
ncrna,miR-18a,332
ncrna,miR-18a-3p,333
ncrna,miR-18a-5p,334
ncrna,miR-18b,335
ncrna,miR-191-5p,336
ncrna,miR-1911,337
ncrna,miR-1915,338
ncrna,miR-192,339
ncrna,miR-192-5p,340
ncrna,miR-193a,341
ncrna,miR-193a-3p,342
ncrna,miR-193a-5p,343
ncrna,miR-193b,344
ncrna,miR-193b-3p,345
ncrna,miR-194-5p,346
ncrna,miR-195,347
ncrna,miR-195-5p,348
ncrna,miR-196a-5p,349
ncrna,miR-196b,350
ncrna,miR-196b-5p,351
ncrna,miR-197,352
ncrna,miR-197-3p,353
ncrna,miR-198,354
ncrna,miR-199a-3p,355
ncrna,miR-199a-5p,356
ncrna,miR-199b,357
ncrna,miR-199b-3p,358
ncrna,miR-199b-5p,359
ncrna,miR-19a-3p,360
ncrna,miR-19b-3p,361
ncrna,miR-200a,362
ncrna,miR-200a-3p,363
ncrna,miR-200b,364
ncrna,miR-200b-3p,365
ncrna,miR-200b-5p,366
ncrna,miR-200c,367
ncrna,miR-200c-3p,368
ncrna,miR-202,369
ncrna,miR-203a,370
ncrna,miR-203a-3p,371
ncrna,miR-204,372
ncrna,miR-204-5p,373
ncrna,miR-205,374
ncrna,miR-205-5p,375
ncrna,miR-206,376
ncrna,miR-20a,377
ncrna,miR-20a-5p,378
ncrna,miR-20b,379
ncrna,miR-21,380
ncrna,miR-21-3p,381
ncrna,miR-21-5p,382
ncrna,miR-210,383
ncrna,miR-210-3p,384
ncrna,miR-211,385
ncrna,miR-211-5p,386
ncrna,miR-2113,387
ncrna,miR-212,388
ncrna,miR-214,389
ncrna,miR-215,390
ncrna,miR-215-5p,391
ncrna,miR-216a,392
ncrna,miR-216b,393
ncrna,miR-216b-5p,394
ncrna,miR-217,395
ncrna,miR-218-5p,396
ncrna,miR-219a-5p,397
ncrna,miR-22,398
ncrna,miR-22-3p,399
ncrna,miR-221,400
ncrna,miR-221-3p,401
ncrna,miR-222,402
ncrna,miR-222-3p,403
ncrna,miR-223,404
ncrna,miR-223-3p,405
ncrna,miR-224,406
ncrna,miR-224-3p,407
ncrna,miR-2278,408
ncrna,miR-23a,409
ncrna,miR-23a-3p,410
ncrna,miR-23b,411
ncrna,miR-23b-3p,412
ncrna,miR-24-3p,413
ncrna,miR-25,414
ncrna,miR-25-3p,415
ncrna,miR-25-5p,416
ncrna,miR-26b,417
ncrna,miR-27a,418
ncrna,miR-27a-3p,419
ncrna,miR-27b,420
ncrna,miR-27b-3p,421
ncrna,miR-28-3p,422
ncrna,miR-296,423
ncrna,miR-296-3p,424
ncrna,miR-298,425
ncrna,miR-299-3p,426
ncrna,miR-29a,427
ncrna,miR-29a-3p,428
ncrna,miR-29b-1,429
ncrna,miR-29b-3p,430
ncrna,miR-29c,431
ncrna,miR-300,432
ncrna,miR-301a,433
ncrna,miR-301a-3p,434
ncrna,miR-301b-3p,435
ncrna,miR-302a,436
ncrna,miR-302b,437
ncrna,miR-302c,438
ncrna,miR-302d,439
ncrna,miR-30a,440
ncrna,miR-30a-5p,441
ncrna,miR-30b,442
ncrna,miR-30c-5p,443
ncrna,miR-30d,444
ncrna,miR-30e,445
ncrna,miR-31,446
ncrna,miR-31-5p,447
ncrna,miR-3127-5p,448
ncrna,miR-3131,449
ncrna,miR-3139,450
ncrna,miR-3141,451
ncrna,miR-3149,452
ncrna,miR-3162-3p,453
ncrna,miR-3188,454
ncrna,miR-3190-5p,455
ncrna,miR-32,456
ncrna,miR-32-5p,457
ncrna,miR-320a,458
ncrna,miR-324,459
ncrna,miR-324-5p,460
ncrna,miR-325,461
ncrna,miR-326,462
ncrna,miR-328,463
ncrna,miR-330,464
ncrna,miR-330-5p,465
ncrna,miR-331,466
ncrna,miR-331-3p,467
ncrna,miR-331-5p,468
ncrna,miR-335,469
ncrna,miR-335-3p,470
ncrna,miR-335-5p,471
ncrna,miR-337-3p,472
ncrna,miR-338-3p,473
ncrna,miR-338-5p,474
ncrna,miR-339,475
ncrna,miR-339-5p,476
ncrna,miR-33a,477
ncrna,miR-33a-5p,478
ncrna,miR-33b,479
ncrna,miR-33b-3p,480
ncrna,miR-33b-5p,481
ncrna,miR-340,482
ncrna,miR-340-5p,483
ncrna,miR-342-3p,484
ncrna,miR-342-5p,485
ncrna,miR-346,486
ncrna,miR-34a,487
ncrna,miR-34a-5p,488
ncrna,miR-34b,489
ncrna,miR-34c,490
ncrna,miR-34c-3p,491
ncrna,miR-34c-5p,492
ncrna,miR-3609,493
ncrna,miR-361,494
ncrna,miR-3611,495
ncrna,miR-363,496
ncrna,miR-3646,497
ncrna,miR-367,498
ncrna,miR-367-3p,499
ncrna,miR-369-3p,500
ncrna,miR-370,501
ncrna,miR-370-3p,502
ncrna,miR-371a,503
ncrna,miR-371b,504
ncrna,miR-372,505
ncrna,miR-373,506
ncrna,miR-374a,507
ncrna,miR-374b,508
ncrna,miR-375,509
ncrna,miR-376c,510
ncrna,miR-377,511
ncrna,miR-378a,512
ncrna,miR-378a-3p,513
ncrna,miR-378c,514
ncrna,miR-379,515
ncrna,miR-380,516
ncrna,miR-381,517
ncrna,miR-381-3p,518
ncrna,miR-382,519
ncrna,miR-383,520
ncrna,miR-383-5p,521
ncrna,miR-3960,522
ncrna,miR-409-3p,523
ncrna,miR-410,524
ncrna,miR-410-3p,525
ncrna,miR-411,526
ncrna,miR-421,527
ncrna,miR-422a,528
ncrna,miR-423-5p,529
ncrna,miR-424,530
ncrna,miR-424-3p,531
ncrna,miR-425-3p,532
ncrna,miR-425-5p,533
ncrna,miR-429,534
ncrna,miR-431,535
ncrna,miR-433-3p,536
ncrna,miR-4430,537
ncrna,miR-4447,538
ncrna,miR-4455,539
ncrna,miR-4483,540
ncrna,miR-449a,541
ncrna,miR-450b,542
ncrna,miR-450b-5p,543
ncrna,miR-4516,544
ncrna,miR-451a,545
ncrna,miR-452,546
ncrna,miR-4521,547
ncrna,miR-454-3p,548
ncrna,miR-455-3p,549
ncrna,miR-455-5p,550
ncrna,miR-4644,551
ncrna,miR-4701-5p,552
ncrna,miR-4728-3p,553
ncrna,miR-4739,554
ncrna,miR-4763-3p,555
ncrna,miR-4791,556
ncrna,miR-4800,557
ncrna,miR-483,558
ncrna,miR-483-3p,559
ncrna,miR-484,560
ncrna,miR-485-3p,561
ncrna,miR-485-5p,562
ncrna,miR-486-3p,563
ncrna,miR-487a,564
ncrna,miR-487b,565
ncrna,miR-487b-5p,566
ncrna,miR-488-3p,567
ncrna,miR-489,568
ncrna,miR-490-3p,569
ncrna,miR-491,570
ncrna,miR-491-5p,571
ncrna,miR-493,572
ncrna,miR-494,573
ncrna,miR-494-3p,574
ncrna,miR-495,575
ncrna,miR-497,576
ncrna,miR-497-3p,577
ncrna,miR-501,578
ncrna,miR-501-3p,579
ncrna,miR-501-5p,580
ncrna,miR-502,581
ncrna,miR-503,582
ncrna,miR-505,583
ncrna,miR-506,584
ncrna,miR-506-3p,585
ncrna,miR-508-5p,586
ncrna,miR-509-3p,587
ncrna,miR-509-5p,588
ncrna,miR-5096,589
ncrna,miR-5100,590
ncrna,miR-513a-3p,591
ncrna,miR-513a-5p,592
ncrna,miR-513c,593
ncrna,miR-515-5p,594
ncrna,miR-518c,595
ncrna,miR-518d-3p,596
ncrna,miR-518f,597
ncrna,miR-519b-3p,598
ncrna,miR-519d,599
ncrna,miR-520a,600
ncrna,miR-520a-5p,601
ncrna,miR-520c-3p,602
ncrna,miR-520c-5p,603
ncrna,miR-520d-3p,604
ncrna,miR-520f,605
ncrna,miR-520g,606
ncrna,miR-520h,607
ncrna,miR-522,608
ncrna,miR-522-3p,609
ncrna,miR-523,610
ncrna,miR-524-5p,611
ncrna,miR-532,612
ncrna,miR-532-5p,613
ncrna,miR-539,614
ncrna,miR-542,615
ncrna,miR-542-3p,616
ncrna,miR-543,617
ncrna,miR-548b,618
ncrna,miR-548d-5p,619
ncrna,miR-550a-3p,620
ncrna,miR-550a-5p,621
ncrna,miR-551b,622
ncrna,miR-556-5p,623
ncrna,miR-563,624
ncrna,miR-574,625
ncrna,miR-574-3p,626
ncrna,miR-576,627
ncrna,miR-576-3p,628
ncrna,miR-577,629
ncrna,miR-582-3p,630
ncrna,miR-582-5p,631
ncrna,miR-586,632
ncrna,miR-587,633
ncrna,miR-589,634
ncrna,miR-589-5p,635
ncrna,miR-590-5p,636
ncrna,miR-591,637
ncrna,miR-595,638
ncrna,miR-606,639
ncrna,miR-613,640
ncrna,miR-6134,641
ncrna,miR-615,642
ncrna,miR-615-5p,643
ncrna,miR-620,644
ncrna,miR-621,645
ncrna,miR-622,646
ncrna,miR-623,647
ncrna,miR-625,648
ncrna,miR-625-3p,649
ncrna,miR-628-5p,650
ncrna,miR-629-5p,651
ncrna,miR-630,652
ncrna,miR-631,653
ncrna,miR-633,654
ncrna,miR-634,655
ncrna,miR-635,656
ncrna,miR-637,657
ncrna,miR-638,658
ncrna,miR-639,659
ncrna,miR-640,660
ncrna,miR-642a,661
ncrna,miR-643,662
ncrna,miR-644a,663
ncrna,miR-645,664
ncrna,miR-647,665
ncrna,miR-650,666
ncrna,miR-654-5p,667
ncrna,miR-660-5p,668
ncrna,miR-663a,669
ncrna,miR-663b,670
ncrna,miR-675-3p,671
ncrna,miR-675-5p,672
ncrna,miR-6825-5p,673
ncrna,miR-6845-5p,674
ncrna,miR-6886-3p,675
ncrna,miR-7-5p,676
ncrna,miR-708,677
ncrna,miR-708-3p,678
ncrna,miR-744-5p,679
ncrna,miR-758,680
ncrna,miR-760,681
ncrna,miR-761,682
ncrna,miR-765,683
ncrna,miR-766,684
ncrna,miR-769-3p,685
ncrna,miR-769-5p,686
ncrna,miR-770,687
ncrna,miR-770-5p,688
ncrna,miR-802,689
ncrna,miR-873,690
ncrna,miR-874,691
ncrna,miR-874-3p,692
ncrna,miR-876-3p,693
ncrna,miR-877,694
ncrna,miR-885-3p,695
ncrna,miR-885-5p,696
ncrna,miR-891b,697
ncrna,miR-892b,698
ncrna,miR-920,699
ncrna,miR-922,700
ncrna,miR-924,701
ncrna,miR-92a-3p,702
ncrna,miR-92b,703
ncrna,miR-92b-3p,704
ncrna,miR-92b-5p,705
ncrna,miR-93,706
ncrna,miR-93-3p,707
ncrna,miR-933,708
ncrna,miR-934,709
ncrna,miR-935,710
ncrna,miR-939,711
ncrna,miR-942,712
ncrna,miR-96,713
ncrna,miR-96-5p,714
ncrna,miR-98,715
ncrna,miR-98-5p,716
ncrna,miR-99a,717
ncrna,miR-99a-5p,718
ncrna,miR-99b,719
ncrna,miR-99b-5p,720
drug,"1,25(OH)2D3",0
drug,10-hydroxycamptothecin,1
drug,AZD8055,2
drug,Adriamycin,3
drug,Afatinib,4
drug,Apigenin,5
drug,Ara-C,6
drug,Arabinosylcytosine,7
drug,BEZ235,8
drug,Baicalein,9
drug,Berberine,10
drug,Betulinic acid,11
drug,Bleomycin,12
drug,Bortezomib,13
drug,CX-3543,14
drug,Calycosin,15
drug,Camptothecin,16
drug,Capecitabine,17
drug,Capsaicin,18
drug,Carboplatin,19
drug,Carmustine,20
drug,Celastrol,21
drug,Cisplatin,22
drug,Crizotinib,23
drug,Cucurbitacin B,24
drug,Curcumin,25
drug,Cyclophosphamide,26
drug,Cytarabine,27
drug,Dabrafenib,28
drug,Dacarbazine,29
drug,Dasatinib,30
drug,Daunorubicin,31
drug,Dexamethasone,32
drug,Docetaxel,33
drug,Doxorubicin,34
drug,Enzalutamide,35
drug,Epirubicin,36
drug,Erlotinib,37
drug,Etoposide,38
drug,Everolimus,39
drug,Fentanyl,40
drug,Fludarabine,41
drug,Fluorouracil,42
drug,Fulvestrant,43
drug,Gefitinib,44
drug,Gemcitabine,45
drug,Genistein,46
drug,Ibrutinib,47
drug,Idarubicine,48
drug,Ifosfamide,49
drug,Imatinib,50
drug,Imatinib mesylate,51
drug,Irinotecan,52
drug,Lapatinib,53
drug,Luteolin,54
drug,Melphalan,55
drug,Methotrexate,56
drug,Mitomycin,57
drug,Mitomycin C,58
drug,Mitoxantrone,59
drug,Neratinib,60
drug,Olaparib,61
drug,Osimertinib,62
drug,Oxaliplatin,63
drug,Oxymatrine,64
drug,Paclitaxel,65
drug,Panobinostat,66
drug,Parthenolide,67
drug,Pirarubicin,68
drug,Ponatinib,69
drug,Prednisone,70
drug,Propofol,71
drug,Quisinostat,72
drug,Rapamycin,73
drug,Saracatinib,74
drug,Serdemetan,75
drug,Sirolimus,76
drug,Sorafenib,77
drug,Sunitinib,78
drug,Tamoxifen,79
drug,Taxane,80
drug,Taxol,81
drug,Temozolomide,82
drug,Temsirolimus,83
drug,Teniposide,84
drug,Thalidomide,85
drug,Tipifarnib,86
drug,Tivantinib,87
drug,Topotecan,88
drug,Veliparib,89
drug,Vemurafenib,90
drug,Vincristine,91
cancer,acute myeloid leukemia,0
cancer,bladder cancer,1
cancer,breast cancer,2
cancer,cervical cancer,3
cancer,chronic myeloid leukemia,4
cancer,colon cancer,5
cancer,colorectal cancer,6
cancer,diffuse large B-cell lymphoma,7
cancer,esophageal cancer,8
cancer,esophageal squamous cell carcinoma,9
cancer,glioma,10
cancer,head and neck squamous cell carcinoma,11
cancer,hepatocellular carcinoma,12
cancer,leukemia,13
cancer,liver cancer,14
cancer,lung adenocarcinoma,15
cancer,lung cancer,16
cancer,lung non-small cell carcinoma,17
cancer,melanoma,18
cancer,multiple myeloma,19
cancer,nasopharyngeal carcinoma,20
cancer,osteosarcoma,21
cancer,ovarian cancer,22
cancer,pancreatic cancer,23
cancer,prostate cancer,24
cancer,renal cell carcinoma,25
cancer,stomach cancer,26
