1	0.337837838	0.350649351	0.432835821	0.325301205	0.326530612	0.2375	0.2375	0.225352113	0.326923077	0.257142857	0.880952381	0.336956522	0.208333333	0.313253012	0.320754717	0.324324324	0.298850575	0.465517241	0.211538462	0.136986301	0.695652174	0.019607843	0.222222222	0.744680851	0.38	0.236111111	0.2375	0.157303371	0.105263158	0.229885057	0.4375	0.730769231	0.454545455	0.432835821	0.1875	0.432835821	0.304347826	0.37704918	0.492753623	0.166666667	0.256097561	0.149253731	0.525423729	0.25	0.231707317	0.34	0.227848101	0.428571429	0.246575342	0.213333333	0.225806452	0.353658537	0.27173913	0.326923077	0.222222222	0.269230769	0.35443038	0.35443038	0.353846154	0.275	0.215189873	0.3375	0.275862069	0.214285714	0.461538462	0.314285714	0.591836735	0.455882353	0.219512195	0.770833333	0.302325581	0.226190476	0.515151515	0.297619048	0.216666667	0.515151515	0.189189189	0.342105263	0.362068966	0.45	0.461538462	0.139240506	0.507246377	0.328125	0.28358209	0.191780822	0.246153846	0.394736842	0.279411765	0.238636364	0.430379747
0.337837838	1	0.518518519	0.575342466	0.6125	0.37704918	0.594594595	0.594594595	0.492957746	0.419354839	0.597014925	0.342465753	0.543478261	0.432432432	0.620253165	0.435483871	0.983050847	0.571428571	0.424657534	0.223880597	0.275	0.347222222	0.044117647	0.421686747	0.402777778	0.396825397	0.384615385	0.594594595	0.29787234	0.337662338	0.518072289	0.541666667	0.397435897	0.493506494	0.575342466	0.407407407	0.575342466	0.493150685	0.537313433	0.605263158	0.432835821	0.584415584	0.391304348	0.379746835	0.525641026	0.578947368	0.409836066	0.487179487	0.557142857	0.392405063	0.428571429	0.414893617	0.805555556	0.47826087	0.419354839	0.315068493	0.532467532	0.615384615	0.615384615	0.528571429	0.571428571	0.493506494	0.536585366	0.309859155	0.424657534	0.52	0.441558442	0.347222222	0.594594595	0.451219512	0.424657534	0.209677419	0.469879518	0.586666667	0.6	0.373134328	0.586666667	0.445945946	0.53164557	0.324324324	0.132352941	0.52	0.493150685	0.597402597	0.529411765	0.544117647	0.514285714	0.5625	0.893939394	0.432432432	0.406593407	0.714285714
0.350649351	0.518518519	1	0.518987342	0.634146341	0.328358209	0.5375	0.5375	0.48	0.347826087	0.577464789	0.320512821	0.615384615	0.321428571	0.6625	0.402985075	0.525	0.593023256	0.434210526	0.144736842	0.244186047	0.324675325	0.027027027	0.556962025	0.325	0.347826087	0.430379747	0.5375	0.295918367	0.301204819	0.55952381	0.487179487	0.373493976	0.411764706	0.518987342	0.367816092	0.518987342	0.676470588	0.479452055	0.5875	0.463768116	0.530120482	0.278481013	0.390243902	0.722222222	0.506024096	0.358208955	0.551282051	0.461538462	0.455696203	0.597222222	0.533333333	0.666666667	0.602272727	0.347826087	0.364864865	0.556962025	0.471910112	0.471910112	0.534246575	0.575	0.481481481	0.658227848	0.240506329	0.415584416	0.4	0.380952381	0.324675325	0.576923077	0.55	0.379746835	0.230769231	0.530120482	0.55	0.727272727	0.366197183	0.55	0.382716049	0.465116279	0.492753623	0.223880597	0.4	0.407407407	0.580246914	0.434210526	0.447368421	0.405063291	0.438356164	0.56626506	0.37037037	0.385416667	0.670731707
0.432835821	0.575342466	0.518987342	1	0.482352941	0.421052632	0.513157895	0.513157895	0.320512821	0.49122807	0.485714286	0.417910448	0.561797753	0.373333333	0.488095238	0.50877193	0.561643836	0.5	0.553846154	0.234375	0.2375	0.446153846	0.046153846	0.385542169	0.507692308	0.49122807	0.363636364	0.513157895	0.239583333	0.25	0.382022472	0.862068966	0.514285714	0.623188406	1	0.305882353	1	0.492957746	0.5625	0.608108108	0.273972603	0.4875	0.291666667	0.394736842	0.487179487	0.4625	0.456140351	0.329411765	0.859649123	0.371794872	0.320987654	0.326530612	0.5875	0.461538462	0.49122807	0.367647059	0.474358974	0.5375	0.5375	0.625	0.456790123	0.365853659	0.413793103	0.40625	0.2625	0.632352941	0.384615385	0.362318841	0.916666667	0.303370787	0.553846154	0.24137931	0.367816092	0.589041096	0.506024096	0.328358209	0.589041096	0.424657534	0.372093023	0.319444444	0.193548387	0.632352941	0.325	0.621621622	0.553846154	0.416666667	0.337662338	0.347222222	0.584415584	0.373333333	0.344086022	0.6125
0.325301205	0.6125	0.634146341	0.482352941	1	0.283783784	0.592592593	0.592592593	0.481012658	0.32	0.573333333	0.313253012	0.627659574	0.376470588	0.7375	0.369863014	0.6	0.702380952	0.474358974	0.1625	0.284090909	0.285714286	0.078947368	0.6125	0.317647059	0.356164384	0.43373494	0.592592593	0.357142857	0.443037975	0.65060241	0.435294118	0.395348837	0.431818182	0.482352941	0.488095238	0.482352941	0.643835616	0.461538462	0.564705882	0.445945946	0.641975309	0.426666667	0.379310345	0.780821918	0.617283951	0.310810811	0.5875	0.428571429	0.44047619	0.53164557	0.44	0.639534884	0.651685393	0.32	0.371794872	0.554216867	0.539325843	0.539325843	0.493670886	0.783783784	0.555555556	0.7125	0.238095238	0.402439024	0.453488372	0.452380952	0.333333333	0.535714286	0.604938272	0.352941176	0.194444444	0.528735632	0.547619048	0.782051282	0.391891892	0.547619048	0.552631579	0.609756098	0.434210526	0.157894737	0.453488372	0.481481481	0.558139535	0.455696203	0.487179487	0.539473684	0.5	0.658536585	0.426829268	0.494623656	0.662790698
0.326530612	0.37704918	0.328358209	0.421052632	0.283783784	1	0.333333333	0.333333333	0.263157895	0.862068966	0.351851852	0.306122449	0.255813953	0.24137931	0.287671233	0.774193548	0.360655738	0.256410256	0.25	0.230769231	0.0625	0.340425532	0.027777778	0.217391304	0.367346939	0.5	0.15625	0.333333333	0.142857143	0.095238095	0.179487179	0.425925926	0.315789474	0.35	0.421052632	0.176470588	0.421052632	0.315789474	0.533333333	0.275362319	0.169811321	0.333333333	0.291666667	0.271186441	0.268656716	0.323076923	0.925925926	0.28125	0.442307692	0.151515152	0.1875	0.192771084	0.315068493	0.259259259	0.862068966	0.169811321	0.272727273	0.243243243	0.243243243	0.377358491	0.279411765	0.246153846	0.277777778	0.204081633	0.206896552	0.355932203	0.203125	0.285714286	0.4	0.148648649	0.346153846	0.322580645	0.205479452	0.287878788	0.27027027	0.208333333	0.287878788	0.303571429	0.191780822	0.20754717	0.131578947	0.355932203	0.229508197	0.289855072	0.52173913	0.314814815	0.263157895	0.346938776	0.338235294	0.180327869	0.205128205	0.306666667
0.2375	0.594594595	0.5375	0.513157895	0.592592593	0.333333333	1	1	0.472222222	0.396825397	0.426666667	0.209876543	0.613636364	0.394736842	0.542168675	0.348484848	0.581081081	0.736842105	0.405405405	0.171428571	0.291139241	0.2125	0.059701493	0.475	0.24691358	0.313432836	0.402597403	1	0.311827957	0.450704225	0.555555556	0.441558442	0.297619048	0.385542169	0.513157895	0.425	0.513157895	0.472972973	0.430555556	0.469879518	0.352112676	0.820895522	0.476923077	0.26744186	0.506329114	0.875	0.365079365	0.487179487	0.453333333	0.428571429	0.447368421	0.4	0.56626506	0.446808511	0.396825397	0.352112676	0.552631579	0.5	0.5	0.445945946	0.49382716	0.402439024	0.555555556	0.291666667	0.316455696	0.390243902	0.353658537	0.227848101	0.493670886	0.4	0.316455696	0.19047619	0.487804878	0.451219512	0.542168675	0.352941176	0.451219512	0.465753425	0.423529412	0.240506329	0.026666667	0.390243902	0.535211268	0.481927711	0.424657534	0.544117647	0.452054795	0.449275362	0.5625	0.413333333	0.391304348	0.552941176
0.2375	0.594594595	0.5375	0.513157895	0.592592593	0.333333333	1	1	0.472222222	0.396825397	0.426666667	0.209876543	0.613636364	0.394736842	0.542168675	0.348484848	0.581081081	0.736842105	0.405405405	0.171428571	0.291139241	0.2125	0.059701493	0.475	0.24691358	0.313432836	0.402597403	1	0.311827957	0.450704225	0.555555556	0.441558442	0.297619048	0.385542169	0.513157895	0.425	0.513157895	0.472972973	0.430555556	0.469879518	0.352112676	0.820895522	0.476923077	0.26744186	0.506329114	0.875	0.365079365	0.487179487	0.453333333	0.428571429	0.447368421	0.4	0.56626506	0.446808511	0.396825397	0.352112676	0.552631579	0.5	0.5	0.445945946	0.49382716	0.402439024	0.555555556	0.291666667	0.316455696	0.390243902	0.353658537	0.227848101	0.493670886	0.4	0.316455696	0.19047619	0.487804878	0.451219512	0.542168675	0.352941176	0.451219512	0.465753425	0.423529412	0.240506329	0.026666667	0.390243902	0.535211268	0.481927711	0.424657534	0.544117647	0.452054795	0.449275362	0.5625	0.413333333	0.391304348	0.552941176
0.225352113	0.492957746	0.48	0.320512821	0.481012658	0.263157895	0.472222222	0.472222222	1	0.288135593	0.439393939	0.246376812	0.397849462	0.342857143	0.487179487	0.327586207	0.5	0.428571429	0.277777778	0.111111111	0.184210526	0.214285714	0.035087719	0.413333333	0.236111111	0.245901639	0.263157895	0.472222222	0.428571429	0.467741935	0.443037975	0.356164384	0.197530864	0.320512821	0.320512821	0.64516129	0.320512821	0.426470588	0.358208955	0.30952381	0.4	0.447368421	0.4	0.227848101	0.426666667	0.479452055	0.298245614	0.507246377	0.328767123	0.289473684	0.53125	0.423529412	0.512820513	0.362637363	0.288135593	0.2	0.413333333	0.407407407	0.407407407	0.266666667	0.513888889	0.410958904	0.605633803	0.157142857	0.373134328	0.307692308	0.302631579	0.231884058	0.325	0.550724638	0.194805195	0.26	0.447368421	0.320987654	0.432098765	0.355932203	0.320987654	0.484375	0.434210526	0.28358209	0.203703704	0.307692308	0.616666667	0.321428571	0.333333333	0.5	0.740740741	0.491525424	0.527027027	0.402985075	0.364705882	0.5
0.326923077	0.419354839	0.347826087	0.49122807	0.32	0.862068966	0.396825397	0.396825397	0.288135593	1	0.4	0.307692308	0.302325581	0.245901639	0.306666667	0.84375	0.403225806	0.307692308	0.298245614	0.209302326	0.058823529	0.367346939	0.025	0.23943662	0.392156863	0.567567568	0.147058824	0.396825397	0.164556962	0.140625	0.2	0.5	0.338983051	0.393442623	0.49122807	0.2	0.49122807	0.362068966	0.622222222	0.295774648	0.157894737	0.373134328	0.32	0.295081967	0.308823529	0.363636364	0.931034483	0.264705882	0.519230769	0.15942029	0.212121212	0.211764706	0.351351351	0.277108434	1	0.178571429	0.275362319	0.246753247	0.246753247	0.4	0.3	0.268656716	0.297297297	0.26	0.193548387	0.4	0.246153846	0.31372549	0.442622951	0.171052632	0.37037037	0.363636364	0.210526316	0.308823529	0.306666667	0.192307692	0.308823529	0.327586207	0.213333333	0.192982456	0.119047619	0.4	0.253968254	0.309859155	0.608695652	0.339285714	0.288135593	0.346153846	0.376811594	0.1875	0.225	0.342105263
0.257142857	0.597014925	0.577464789	0.485714286	0.573333333	0.351851852	0.426666667	0.426666667	0.439393939	0.4	1	0.279411765	0.471910112	0.301369863	0.519480519	0.471698113	0.606060606	0.457831325	0.388059701	0.183333333	0.181818182	0.303030303	0.016949153	0.445945946	0.285714286	0.375	0.347222222	0.426666667	0.247191011	0.277777778	0.402439024	0.470588235	0.289473684	0.386666667	0.485714286	0.337662338	0.485714286	0.606557377	0.586206897	0.520547945	0.349206349	0.423076923	0.268656716	0.306666667	0.611940299	0.415584416	0.388888889	0.478873239	0.462686567	0.356164384	0.394366197	0.340659341	0.608108108	0.488095238	0.4	0.287878788	0.407894737	0.474358974	0.474358974	0.411764706	0.527777778	0.444444444	0.533333333	0.261538462	0.388059701	0.391891892	0.369863014	0.34375	0.550724638	0.421052632	0.309859155	0.254901961	0.405063291	0.5	0.647887324	0.372881356	0.5	0.371428571	0.428571429	0.45	0.157894737	0.391891892	0.420289855	0.513513514	0.576271186	0.446153846	0.439393939	0.508474576	0.583333333	0.319444444	0.344827586	0.571428571
0.880952381	0.342465753	0.320512821	0.417910448	0.313253012	0.306122449	0.209876543	0.209876543	0.246376812	0.307692308	0.279411765	1	0.326086957	0.211267606	0.301204819	0.326923077	0.328767123	0.302325581	0.473684211	0.24	0.123287671	0.790697674	0.02	0.225	0.760869565	0.36	0.222222222	0.209876543	0.159090909	0.121621622	0.23255814	0.467741935	0.679245283	0.484375	0.417910448	0.205128205	0.417910448	0.289855072	0.406779661	0.5	0.169230769	0.214285714	0.134328358	0.508474576	0.2375	0.204819277	0.32	0.246753247	0.459016393	0.232876712	0.2	0.215053763	0.358024691	0.260869565	0.307692308	0.245901639	0.272727273	0.358974359	0.358974359	0.338461538	0.278481013	0.217948718	0.325	0.327272727	0.235294118	0.492063492	0.31884058	0.638297872	0.441176471	0.222222222	0.714285714	0.30952381	0.228915663	0.523076923	0.285714286	0.2	0.523076923	0.208333333	0.328947368	0.344827586	0.461538462	0.492063492	0.155844156	0.492753623	0.35483871	0.287878788	0.211267606	0.25	0.4	0.303030303	0.24137931	0.435897436
0.336956522	0.543478261	0.615384615	0.561797753	0.627659574	0.255813953	0.613636364	0.613636364	0.397849462	0.302325581	0.471910112	0.326086957	1	0.444444444	0.617021277	0.313953488	0.532608696	0.677419355	0.488372093	0.191011236	0.298969072	0.315217391	0.043956044	0.494736842	0.358695652	0.317647059	0.404255319	0.613636364	0.39047619	0.411111111	0.648351648	0.516853933	0.385416667	0.494623656	0.561797753	0.452631579	0.561797753	0.528735632	0.459770115	0.604395604	0.363636364	0.586956522	0.333333333	0.357142857	0.505263158	0.548387097	0.279069767	0.473684211	0.494382022	0.410526316	0.522727273	0.524271845	0.655913978	0.584158416	0.302325581	0.363636364	0.613636364	0.5625	0.5625	0.505747126	0.526315789	0.404040404	0.630434783	0.344827586	0.319587629	0.483870968	0.451612903	0.287234043	0.595505618	0.474226804	0.391304348	0.178571429	0.505154639	0.571428571	0.6	0.364705882	0.571428571	0.423913043	0.526315789	0.355555556	0.147727273	0.483870968	0.4	0.597826087	0.471264368	0.465909091	0.368421053	0.409090909	0.619565217	0.494252874	0.447619048	0.659574468
0.208333333	0.432432432	0.321428571	0.373333333	0.376470588	0.24137931	0.394736842	0.394736842	0.342857143	0.245901639	0.301369863	0.211267606	0.444444444	1	0.397590361	0.241935484	0.418918919	0.395348837	0.333333333	0.206896552	0.323529412	0.214285714	0.134615385	0.292682927	0.219178082	0.266666667	0.333333333	0.394736842	0.358024691	0.444444444	0.407407407	0.375	0.2125	0.355263158	0.373333333	0.36	0.373333333	0.347222222	0.246575342	0.392405063	0.35483871	0.392405063	0.37704918	0.2125	0.304878049	0.35	0.233333333	0.333333333	0.385714286	0.324324324	0.420289855	0.457831325	0.388235294	0.362637363	0.245901639	0.3125	0.536231884	0.407407407	0.407407407	0.357142857	0.434210526	0.430555556	0.407407407	0.35	0.314285714	0.378378378	0.414285714	0.133333333	0.358974359	0.371794872	0.226666667	0.145454545	0.428571429	0.407894737	0.318181818	0.355932203	0.407894737	0.417910448	0.379746835	0.228571429	0.120689655	0.378378378	0.426470588	0.37037037	0.243243243	0.430769231	0.362318841	0.396825397	0.467532468	0.424242424	0.414634146	0.411764706
