"disease_id","pathway_id","evidence","weight"
"48","159","context_pathway_projection","0.6662043929100037"
"48","231","context_pathway_projection","0.5451703667640686"
"48","420","context_pathway_projection","0.7344799637794495"
"48","433","context_pathway_projection","0.589652955532074"
"48","454","context_pathway_projection","0.5575840473175049"
"48","930","context_pathway_projection","0.6331010460853577"
"48","967","context_pathway_projection","0.015375613234937191"
"48","968","context_pathway_projection","0.015115009620785713"
"48","969","context_pathway_projection","0.01563621684908867"
"48","1008","context_pathway_projection","0.5451703667640686"
"48","1011","context_pathway_projection","0.015115009620785713"
"49","289","context_pathway_projection","0.17000190913677216"
"49","437","context_pathway_projection","0.1604243367910385"
"49","484","context_pathway_projection","0.19034002721309662"
"49","967","context_pathway_projection","0.19362175464630127"
"49","968","context_pathway_projection","0.19034002721309662"
"49","969","context_pathway_projection","0.19690348207950592"
"49","970","context_pathway_projection","0.179674431681633"
"49","972","context_pathway_projection","0.14927342534065247"
"49","1011","context_pathway_projection","0.19034002721309662"
"49","1012","context_pathway_projection","0.17803356051445007"
"49","1013","context_pathway_projection","0.19034002721309662"
"49","1090","context_pathway_projection","0.14851760864257812"
"50","289","context_pathway_projection","0.33920344710350037"
"50","437","context_pathway_projection","0.32009339332580566"
"50","484","context_pathway_projection","0.4294024705886841"
"50","625","context_pathway_projection","0.30079662799835205"
"50","967","context_pathway_projection","0.43680596351623535"
"50","968","context_pathway_projection","0.4294024705886841"
"50","969","context_pathway_projection","0.4442094564437866"
"50","970","context_pathway_projection","0.40534114837646484"
"50","972","context_pathway_projection","0.298403799533844"
"50","1011","context_pathway_projection","0.4294024705886841"
"50","1012","context_pathway_projection","0.4016393721103668"
"50","1013","context_pathway_projection","0.4294024705886841"
"51","111","context_pathway_projection","0.1539168655872345"
"51","289","context_pathway_projection","0.1576033979654312"
"51","484","context_pathway_projection","0.17930284142494202"
"51","967","context_pathway_projection","0.18239428102970123"
"51","968","context_pathway_projection","0.17930284142494202"
"51","969","context_pathway_projection","0.18548570573329926"
"51","970","context_pathway_projection","0.16925570368766785"
"51","972","context_pathway_projection","0.1547001600265503"
"51","1011","context_pathway_projection","0.17930284142494202"
"51","1012","context_pathway_projection","0.16770999133586884"
"51","1013","context_pathway_projection","0.17930284142494202"
"51","1090","context_pathway_projection","0.1539168655872345"
"52","289","context_pathway_projection","0.16402454674243927"
"52","437","context_pathway_projection","0.1547837257385254"
"52","484","context_pathway_projection","0.18075412511825562"
"52","967","context_pathway_projection","0.1838705837726593"
"52","968","context_pathway_projection","0.18075412511825562"
"52","969","context_pathway_projection","0.1869870275259018"
"52","970","context_pathway_projection","0.17062567174434662"
"52","972","context_pathway_projection","0.14529716968536377"
"52","1011","context_pathway_projection","0.18075412511825562"
"52","1012","context_pathway_projection","0.16906742751598358"
"52","1013","context_pathway_projection","0.18075412511825562"
"52","1090","context_pathway_projection","0.14456148445606232"
"53","44","context_pathway_projection","0.6432658433914185"
"53","159","context_pathway_projection","0.666018009185791"
"53","231","context_pathway_projection","0.5450178384780884"
"53","420","context_pathway_projection","0.7342745065689087"
"53","433","context_pathway_projection","0.5894880294799805"
"53","454","context_pathway_projection","0.5574281215667725"
"53","625","context_pathway_projection","0.0345119871199131"
"53","930","context_pathway_projection","0.63292396068573"
"53","967","context_pathway_projection","0.03497479483485222"
"53","969","context_pathway_projection","0.03556758910417557"
"53","1008","context_pathway_projection","0.5450178384780884"
"53","1011","context_pathway_projection","0.03438200056552887"
"54","111","context_pathway_projection","0.5342170000076294"
"54","199","context_pathway_projection","0.4147472679615021"
"54","284","context_pathway_projection","0.40628302097320557"
"54","285","context_pathway_projection","0.4147472679615021"
"54","286","context_pathway_projection","0.4147472679615021"
"54","409","context_pathway_projection","0.40372124314308167"
"54","625","context_pathway_projection","0.4232114851474762"
"54","653","context_pathway_projection","0.3893545866012573"
"54","831","context_pathway_projection","0.43362656235694885"
"54","972","context_pathway_projection","0.5369356870651245"
"54","1090","context_pathway_projection","0.5342170000076294"
"54","1092","context_pathway_projection","0.4580945074558258"
"55","199","context_pathway_projection","0.49704456329345703"
"55","284","context_pathway_projection","0.48690077662467957"
"55","285","context_pathway_projection","0.49704456329345703"
"55","286","context_pathway_projection","0.49704456329345703"
"55","434","context_pathway_projection","0.40095067024230957"
"55","518","context_pathway_projection","0.5344271063804626"
"55","524","context_pathway_projection","0.4635177552700043"
"55","528","context_pathway_projection","0.5229564905166626"
"55","625","context_pathway_projection","0.5071883201599121"
"55","631","context_pathway_projection","0.4301486611366272"
"55","653","context_pathway_projection","0.4666132628917694"
"55","668","context_pathway_projection","0.43431979417800903"
"56","199","context_pathway_projection","0.5267278552055359"
"56","284","context_pathway_projection","0.5159782767295837"
"56","285","context_pathway_projection","0.5267278552055359"
"56","286","context_pathway_projection","0.5267278552055359"
"56","434","context_pathway_projection","0.4170439839363098"
"56","518","context_pathway_projection","0.5558778643608093"
"56","524","context_pathway_projection","0.48212236166000366"
"56","528","context_pathway_projection","0.5439468622207642"
"56","625","context_pathway_projection","0.5374773740768433"
"56","631","context_pathway_projection","0.4474138915538788"
"56","653","context_pathway_projection","0.4944791793823242"
"56","668","context_pathway_projection","0.4517524540424347"
"57","289","context_pathway_projection","0.4831366240978241"
"57","437","context_pathway_projection","0.4559176564216614"
"57","476","context_pathway_projection","0.39059212803840637"
"57","484","context_pathway_projection","0.5360328555107117"
"57","625","context_pathway_projection","0.3875962793827057"
"57","967","context_pathway_projection","0.5452748537063599"
"57","968","context_pathway_projection","0.5360328555107117"
"57","969","context_pathway_projection","0.5545167922973633"
"57","970","context_pathway_projection","0.505996584892273"
"57","1011","context_pathway_projection","0.5360328555107117"
"57","1012","context_pathway_projection","0.5013755559921265"
"57","1013","context_pathway_projection","0.5360328555107117"
"58","199","context_pathway_projection","0.4710206687450409"
"58","284","context_pathway_projection","0.46140798926353455"
"58","285","context_pathway_projection","0.4710206687450409"
"58","286","context_pathway_projection","0.4710206687450409"
"58","484","context_pathway_projection","0.4699011445045471"
"58","625","context_pathway_projection","0.48063331842422485"
"58","967","context_pathway_projection","0.4780029058456421"
"58","968","context_pathway_projection","0.4699011445045471"
"58","969","context_pathway_projection","0.4861046373844147"
"58","970","context_pathway_projection","0.44357049465179443"
"58","1011","context_pathway_projection","0.4699011445045471"
"58","1013","context_pathway_projection","0.4699011445045471"
"59","199","context_pathway_projection","0.4397595524787903"
"59","284","context_pathway_projection","0.43078485131263733"
"59","285","context_pathway_projection","0.4397595524787903"
"59","286","context_pathway_projection","0.4397595524787903"
"59","484","context_pathway_projection","0.44159045815467834"
"59","625","context_pathway_projection","0.44873422384262085"
"59","967","context_pathway_projection","0.44920408725738525"
"59","968","context_pathway_projection","0.44159045815467834"
"59","969","context_pathway_projection","0.45681771636009216"
"59","970","context_pathway_projection","0.4168461859226227"
"59","1011","context_pathway_projection","0.44159045815467834"
"59","1013","context_pathway_projection","0.44159045815467834"
"60","44","context_pathway_projection","0.6296478509902954"
"60","159","context_pathway_projection","0.651918351650238"
"60","231","context_pathway_projection","0.5334797501564026"
"60","420","context_pathway_projection","0.7187298536300659"
"60","433","context_pathway_projection","0.5770084857940674"
"60","454","context_pathway_projection","0.5456272959709167"
"60","518","context_pathway_projection","0.0353352427482605"
"60","524","context_pathway_projection","0.030646858736872673"
"60","528","context_pathway_projection","0.03457682952284813"
"60","668","context_pathway_projection","0.028716348111629486"
"60","930","context_pathway_projection","0.6195248961448669"
"60","1008","context_pathway_projection","0.5334797501564026"
"61","44","context_pathway_projection","0.6377748250961304"
"61","159","context_pathway_projection","0.6603327989578247"
"61","199","context_pathway_projection","0.022503186017274857"
"61","231","context_pathway_projection","0.5403655171394348"
"61","285","context_pathway_projection","0.022503186017274857"
"61","286","context_pathway_projection","0.022503186017274857"
"61","420","context_pathway_projection","0.7280066609382629"
"61","433","context_pathway_projection","0.5844560861587524"
"61","454","context_pathway_projection","0.5526698231697083"
"61","625","context_pathway_projection","0.022962434217333794"
"61","930","context_pathway_projection","0.627521276473999"
"61","1008","context_pathway_projection","0.5403655171394348"
"62","111","context_pathway_projection","0.15507221221923828"
"62","289","context_pathway_projection","0.1565873622894287"
"62","484","context_pathway_projection","0.17844563722610474"
"62","967","context_pathway_projection","0.18152229487895966"
"62","968","context_pathway_projection","0.17844563722610474"
"62","969","context_pathway_projection","0.18459893763065338"
"62","970","context_pathway_projection","0.16844654083251953"
"62","972","context_pathway_projection","0.15586137771606445"
"62","1011","context_pathway_projection","0.17844563722610474"
"62","1012","context_pathway_projection","0.16690820455551147"
"62","1013","context_pathway_projection","0.17844563722610474"
"62","1090","context_pathway_projection","0.15507221221923828"
"63","199","context_pathway_projection","0.5314429402351379"
"63","284","context_pathway_projection","0.5205971598625183"
"63","285","context_pathway_projection","0.5314429402351379"
"63","286","context_pathway_projection","0.5314429402351379"
"63","434","context_pathway_projection","0.4275854825973511"
"63","518","context_pathway_projection","0.5699286460876465"
"63","524","context_pathway_projection","0.49430885910987854"
"63","528","context_pathway_projection","0.5576960444450378"
"63","625","context_pathway_projection","0.5422887206077576"
"63","631","context_pathway_projection","0.4587230682373047"
"63","653","context_pathway_projection","0.49890562891960144"
"63","668","context_pathway_projection","0.4631712734699249"
"64","111","context_pathway_projection","0.4785887598991394"
"64","199","context_pathway_projection","0.3961479961872101"
"64","284","context_pathway_projection","0.38806334137916565"
"64","285","context_pathway_projection","0.3961479961872101"
"64","286","context_pathway_projection","0.3961479961872101"
"64","409","context_pathway_projection","0.36168158054351807"
"64","625","context_pathway_projection","0.4042326509952545"
"64","653","context_pathway_projection","0.3718940317630768"
"64","831","context_pathway_projection","0.3884728252887726"
"64","972","context_pathway_projection","0.4810243248939514"
"64","1090","context_pathway_projection","0.4785887598991394"
"64","1092","context_pathway_projection","0.4103929102420807"
"65","44","context_pathway_projection","0.426697313785553"
"65","159","context_pathway_projection","0.44178953766822815"
"65","420","context_pathway_projection","0.4870660901069641"
"65","484","context_pathway_projection","0.4302515983581543"
"65","930","context_pathway_projection","0.41983726620674133"
"65","967","context_pathway_projection","0.4376697540283203"
"65","968","context_pathway_projection","0.4302515983581543"
"65","969","context_pathway_projection","0.44508787989616394"
"65","970","context_pathway_projection","0.4061427116394043"
"65","1011","context_pathway_projection","0.4302515983581543"
"65","1012","context_pathway_projection","0.4024336040019989"
"65","1013","context_pathway_projection","0.4302515983581543"
"66","44","context_pathway_projection","0.41166988015174866"
"66","159","context_pathway_projection","0.4262305796146393"
"66","199","context_pathway_projection","0.21424466371536255"
"66","231","context_pathway_projection","0.34879428148269653"
"66","420","context_pathway_projection","0.469912588596344"
"66","433","context_pathway_projection","0.37725377082824707"
"66","454","context_pathway_projection","0.3567364513874054"
"66","518","context_pathway_projection","0.22038708627223969"
"66","528","context_pathway_projection","0.2156568318605423"
"66","625","context_pathway_projection","0.21861699223518372"
"66","930","context_pathway_projection","0.40505144000053406"
"66","1008","context_pathway_projection","0.34879428148269653"
