"drug_id","pathway_id","weight","evidence"
"21","340","0.5220021641472932","pathway_prior_projection"
"21","341","0.494245335606781","pathway_prior_projection"
"21","342","0.494245335606781","pathway_prior_projection"
"21","343","0.494245335606781","pathway_prior_projection"
"21","344","0.494245335606781","pathway_prior_projection"
"21","345","0.494245335606781","pathway_prior_projection"
"21","346","0.494245335606781","pathway_prior_projection"
"21","347","0.494245335606781","pathway_prior_projection"
"21","348","0.5871889038266059","pathway_prior_projection"
"21","349","0.3340492507459751","pathway_prior_projection"
"21","350","0.4606190772862904","pathway_prior_projection"
"21","351","0.5871889038266059","pathway_prior_projection"
"21","353","0.6105299974860916","pathway_prior_projection"
"21","354","0.4665212971767714","pathway_prior_projection"
"21","355","0.494245335606781","pathway_prior_projection"
"21","356","0.4418631340787618","pathway_prior_projection"
"21","357","0.5483736105190675","pathway_prior_projection"
"21","358","0.4233039315342493","pathway_prior_projection"
"21","361","0.45369544545365115","pathway_prior_projection"
"21","362","0.4480584155818605","pathway_prior_projection"
"21","363","0.4584931851220338","pathway_prior_projection"
"21","364","0.35626455061153556","pathway_prior_projection"
"21","365","0.4665212971767714","pathway_prior_projection"
"21","367","0.3869888841525396","pathway_prior_projection"
"21","372","0.5743078554174726","pathway_prior_projection"
"21","373","0.5743078554174726","pathway_prior_projection"
"21","374","0.5743078554174726","pathway_prior_projection"
"21","377","0.39118601829688165","pathway_prior_projection"
"21","378","0.3450503328196216","pathway_prior_projection"
"21","379","0.46265206413745613","pathway_prior_projection"
"21","380","0.3648227694527329","pathway_prior_projection"
"21","381","0.4866853233987705","pathway_prior_projection"
"21","382","0.4813417439966773","pathway_prior_projection"
"21","384","0.494245335606781","pathway_prior_projection"
"21","385","0.4559246264659912","pathway_prior_projection"
"21","386","0.494245335606781","pathway_prior_projection"
"21","387","0.5483736105190675","pathway_prior_projection"
"21","388","0.4490769583893498","pathway_prior_projection"
"21","389","0.38384103354428306","pathway_prior_projection"
"21","390","0.3279011050267239","pathway_prior_projection"
"21","392","0.6048504770961078","pathway_prior_projection"
"21","393","0.4970652851100108","pathway_prior_projection"
"21","394","0.4970652851100108","pathway_prior_projection"
"21","395","0.41266354067613215","pathway_prior_projection"
"21","397","0.5871889038266059","pathway_prior_projection"
"21","400","0.3810128865134275","pathway_prior_projection"
"21","401","0.3450503328196216","pathway_prior_projection"
"21","403","0.35251008295897956","pathway_prior_projection"
"21","404","0.5323583740477206","pathway_prior_projection"
"21","405","0.6222005443158345","pathway_prior_projection"
"21","407","0.37856182575335273","pathway_prior_projection"
"21","408","0.5248245425475973","pathway_prior_projection"
"21","409","0.4577881977462264","pathway_prior_projection"
"21","410","0.5871889038266059","pathway_prior_projection"
"21","411","0.4169754402072335","pathway_prior_projection"
"21","413","0.4111551955930091","pathway_prior_projection"
"21","414","0.5191931446808975","pathway_prior_projection"
"21","420","0.4766509190059047","pathway_prior_projection"
"21","421","0.38563629209430433","pathway_prior_projection"
"21","422","0.37087254484047616","pathway_prior_projection"
"21","423","0.4790119871275395","pathway_prior_projection"
"21","424","0.5333684602103315","pathway_prior_projection"
"21","428","0.494245335606781","pathway_prior_projection"
"21","429","0.4665212971767714","pathway_prior_projection"
"21","433","0.48247317359084496","pathway_prior_projection"
"21","434","0.3903990556448175","pathway_prior_projection"
"21","436","0.4559246264659912","pathway_prior_projection"
"21","437","0.43534492854098067","pathway_prior_projection"
"21","438","0.3831360461684756","pathway_prior_projection"
"21","439","0.38398858904154504","pathway_prior_projection"
"21","442","0.4931807500191276","pathway_prior_projection"
"21","443","0.489758555486332","pathway_prior_projection"
"21","444","0.46247827655179197","pathway_prior_projection"
"21","446","0.6068055874348297","pathway_prior_projection"
"21","447","0.38293930550545957","pathway_prior_projection"
"21","448","0.5692363183263927","pathway_prior_projection"
"21","449","0.3648227694527329","pathway_prior_projection"
"21","450","0.3648227694527329","pathway_prior_projection"
"21","454","0.5429714398137521","pathway_prior_projection"
"21","455","0.5191931446808975","pathway_prior_projection"
"21","457","0.540312708353827","pathway_prior_projection"
"21","458","0.41123717086926587","pathway_prior_projection"
"21","459","0.41316710308742305","pathway_prior_projection"
"21","460","0.6222005443158345","pathway_prior_projection"
"21","461","0.3340492507459751","pathway_prior_projection"
"21","462","0.494245335606781","pathway_prior_projection"
"21","463","0.4686799794515307","pathway_prior_projection"
"21","464","0.4686799794515307","pathway_prior_projection"
"21","465","0.4686799794515307","pathway_prior_projection"
