id,name,canonical_name,source_datasets,type
961,hsa-miR-150-5p,hsa-mir-150-5p,dataset2,ncrna
962,hsa-mir-151a,hsa-mir-151a,dataset2,ncrna
963,hsa-miR-151a-3p,hsa-mir-151a-3p,dataset2,ncrna
964,hsa-miR-151a-5p,hsa-mir-151a-5p,dataset2,ncrna
965,hsa-miR-151b,hsa-mir-151b,dataset2,ncrna
966,hsa-mir-152,hsa-mir-152,dataset2,ncrna
967,hsa-miR-152-3p,hsa-mir-152-3p,dataset2,ncrna
968,hsa-miR-152-5p,hsa-mir-152-5p,dataset2,ncrna
969,hsa-mir-153-1,hsa-mir-153-1,dataset2,ncrna
970,hsa-mir-153-2,hsa-mir-153-2,dataset2,ncrna
971,hsa-miR-153-3p,hsa-mir-153-3p,dataset2,ncrna
972,hsa-miR-153-5p,hsa-mir-153-5p,dataset2,ncrna
973,hsa-mir-1537,hsa-mir-1537,dataset2,ncrna
974,hsa-miR-1538,hsa-mir-1538,dataset2,ncrna
975,hsa-miR-1539,hsa-mir-1539,dataset2,ncrna
976,hsa-miR-154-3p,hsa-mir-154-3p,dataset2,ncrna
977,hsa-miR-154-5p,hsa-mir-154-5p,dataset2,ncrna
978,hsa-miR-155-3p,hsa-mir-155-3p,dataset2,ncrna
979,hsa-miR-155-5p,hsa-mir-155-5p,dataset2,ncrna
980,hsa-miR-1587,hsa-mir-1587,dataset2,ncrna
981,hsa-miR-15a-3p,hsa-mir-15a-3p,dataset2,ncrna
982,hsa-miR-15a-5p,hsa-mir-15a-5p,dataset2,ncrna
983,hsa-miR-15b-3p,hsa-mir-15b-3p,dataset2,ncrna
984,hsa-miR-15b-5p,hsa-mir-15b-5p,dataset2,ncrna
985,hsa-mir-16-1,hsa-mir-16-1,dataset2,ncrna
986,hsa-miR-16-1-3p,hsa-mir-16-1-3p,dataset2,ncrna
987,hsa-miR-16-2-3p,hsa-mir-16-2-3p,dataset2,ncrna
988,hsa-miR-16-5p,hsa-mir-16-5p,dataset2,ncrna
989,hsa-mir-17,hsa-mir-17,dataset2,ncrna
990,hsa-miR-17-3p,hsa-mir-17-3p,dataset2,ncrna
991,hsa-miR-17-5p,hsa-mir-17-5p,dataset2,ncrna
992,hsa-mir-181a-1,hsa-mir-181a-1,dataset2,ncrna
993,hsa-mir-181a-2,hsa-mir-181a-2,dataset2,ncrna
994,hsa-miR-181a-2-3p,hsa-mir-181a-2-3p,dataset2,ncrna
995,hsa-miR-181a-3p,hsa-mir-181a-3p,dataset2,ncrna
996,hsa-miR-181a-5p,hsa-mir-181a-5p,dataset2,ncrna
997,hsa-mir-181b-1,hsa-mir-181b-1,dataset2,ncrna
998,hsa-miR-181b-2-3p,hsa-mir-181b-2-3p,dataset2,ncrna
999,hsa-miR-181b-5p,hsa-mir-181b-5p,dataset2,ncrna
1000,hsa-mir-181c,hsa-mir-181c,dataset2,ncrna
1001,hsa-miR-181c-3p,hsa-mir-181c-3p,dataset2,ncrna
1002,hsa-miR-181c-5p,hsa-mir-181c-5p,dataset2,ncrna
1003,hsa-mir-181d,hsa-mir-181d,dataset2,ncrna
1004,hsa-miR-181d-5p,hsa-mir-181d-5p,dataset2,ncrna
1005,hsa-miR-182-3p,hsa-mir-182-3p,dataset2,ncrna
1006,hsa-miR-182-5p,hsa-mir-182-5p,dataset2,ncrna
1007,hsa-miR-1825,hsa-mir-1825,dataset2,ncrna
1008,hsa-mir-183,hsa-mir-183,dataset2,ncrna
1009,hsa-miR-183-3p,hsa-mir-183-3p,dataset2,ncrna
1010,hsa-miR-183-5p,hsa-mir-183-5p,dataset2,ncrna
1011,hsa-mir-184,hsa-mir-184,dataset2,ncrna
1012,hsa-miR-185-3p,hsa-mir-185-3p,dataset2,ncrna
1013,hsa-miR-185-5p,hsa-mir-185-5p,dataset2,ncrna
1014,hsa-miR-186-3p,hsa-mir-186-3p,dataset2,ncrna
1015,hsa-miR-186-5p,hsa-mir-186-5p,dataset2,ncrna
1016,hsa-mir-187,hsa-mir-187,dataset2,ncrna
1017,hsa-miR-187-3p,hsa-mir-187-3p,dataset2,ncrna
1018,hsa-miR-187-5p,hsa-mir-187-5p,dataset2,ncrna
1019,hsa-mir-188,hsa-mir-188,dataset2,ncrna
1020,hsa-miR-188-3p,hsa-mir-188-3p,dataset2,ncrna
1021,hsa-miR-188-5p,hsa-mir-188-5p,dataset2,ncrna
1022,hsa-miR-18a-3p,hsa-mir-18a-3p,dataset2,ncrna
1023,hsa-miR-18a-5p,hsa-mir-18a-5p,dataset2,ncrna
1024,hsa-miR-18b-5p,hsa-mir-18b-5p,dataset2,ncrna
1025,hsa-miR-1908-5p,hsa-mir-1908-5p,dataset2,ncrna
1026,hsa-mir-1909,hsa-mir-1909,dataset2,ncrna
1027,hsa-miR-1909-3p,hsa-mir-1909-3p,dataset2,ncrna
1028,hsa-miR-1909-5p,hsa-mir-1909-5p,dataset2,ncrna
1029,hsa-mir-190a,hsa-mir-190a,dataset2,ncrna
1030,hsa-miR-190a-5p,hsa-mir-190a-5p,dataset2,ncrna
1031,hsa-miR-190b-5p,hsa-mir-190b-5p,dataset2,ncrna
1032,hsa-mir-191,hsa-mir-191,dataset2,ncrna
1033,hsa-miR-191-3p,hsa-mir-191-3p,dataset2,ncrna
1034,hsa-miR-191-5p,hsa-mir-191-5p,dataset2,ncrna
1035,hsa-mir-1910,hsa-mir-1910,dataset2,ncrna
1036,hsa-miR-1910-3p,hsa-mir-1910-3p,dataset2,ncrna
1037,hsa-miR-1910-5p,hsa-mir-1910-5p,dataset2,ncrna
1038,hsa-miR-1911-3p,hsa-mir-1911-3p,dataset2,ncrna
1039,hsa-miR-1911-5p,hsa-mir-1911-5p,dataset2,ncrna
1040,hsa-miR-1913,hsa-mir-1913,dataset2,ncrna
1041,hsa-miR-1914-3p,hsa-mir-1914-3p,dataset2,ncrna
1042,hsa-miR-1914-5p,hsa-mir-1914-5p,dataset2,ncrna
1043,hsa-miR-1915-3p,hsa-mir-1915-3p,dataset2,ncrna
1044,hsa-miR-1915-5p,hsa-mir-1915-5p,dataset2,ncrna
1045,hsa-mir-192,hsa-mir-192,dataset2,ncrna
1046,hsa-miR-192-3p,hsa-mir-192-3p,dataset2,ncrna
1047,hsa-miR-192-5p,hsa-mir-192-5p,dataset2,ncrna
1048,hsa-mir-193a,hsa-mir-193a,dataset2,ncrna
1049,hsa-miR-193a-3p,hsa-mir-193a-3p,dataset2,ncrna
1050,hsa-miR-193a-5p,hsa-mir-193a-5p,dataset2,ncrna
1051,hsa-mir-193b,hsa-mir-193b,dataset2,ncrna
1052,hsa-miR-193b-3p,hsa-mir-193b-3p,dataset2,ncrna
1053,hsa-miR-193b-5p,hsa-mir-193b-5p,dataset2,ncrna
1054,hsa-mir-194-1,hsa-mir-194-1,dataset2,ncrna
1055,hsa-miR-194-3p,hsa-mir-194-3p,dataset2,ncrna
1056,hsa-miR-194-5p,hsa-mir-194-5p,dataset2,ncrna
1057,hsa-mir-195,hsa-mir-195,dataset2,ncrna
1058,hsa-miR-195-3p,hsa-mir-195-3p,dataset2,ncrna
1059,hsa-miR-195-5p,hsa-mir-195-5p,dataset2,ncrna
1060,hsa-miR-196a-3p,hsa-mir-196a-3p,dataset2,ncrna
1061,hsa-miR-196a-5p,hsa-mir-196a-5p,dataset2,ncrna
1062,hsa-mir-196b,hsa-mir-196b,dataset2,ncrna
1063,hsa-miR-196b-3p,hsa-mir-196b-3p,dataset2,ncrna
1064,hsa-miR-196b-5p,hsa-mir-196b-5p,dataset2,ncrna
1065,hsa-mir-197,hsa-mir-197,dataset2,ncrna
1066,hsa-miR-197-3p,hsa-mir-197-3p,dataset2,ncrna
1067,hsa-miR-197-5p,hsa-mir-197-5p,dataset2,ncrna
1068,hsa-miR-1972,hsa-mir-1972,dataset2,ncrna
1069,hsa-miR-1973,hsa-mir-1973,dataset2,ncrna
1070,hsa-miR-1975,hsa-mir-1975,dataset2,ncrna
1071,hsa-miR-1976,hsa-mir-1976,dataset2,ncrna
1072,hsa-miR-1979,hsa-mir-1979,dataset2,ncrna
1073,hsa-miR-198,hsa-mir-198,dataset2,ncrna
1074,hsa-mir-199a-1,hsa-mir-199a-1,dataset2,ncrna
1075,hsa-mir-199a-2,hsa-mir-199a-2,dataset2,ncrna
1076,hsa-miR-199a-3p,hsa-mir-199a-3p,dataset2,ncrna
1077,hsa-miR-199a-5p,hsa-mir-199a-5p,dataset2,ncrna
1078,hsa-miR-199b-3p,hsa-mir-199b-3p,dataset2,ncrna
1079,hsa-miR-199b-5p,hsa-mir-199b-5p,dataset2,ncrna
1080,hsa-miR-19a-3p,hsa-mir-19a-3p,dataset2,ncrna
1081,hsa-miR-19a-5p,hsa-mir-19a-5p,dataset2,ncrna
1082,hsa-mir-19b-1,hsa-mir-19b-1,dataset2,ncrna
1083,hsa-miR-19b-1-5p,hsa-mir-19b-1-5p,dataset2,ncrna
1084,hsa-miR-19b-3p,hsa-mir-19b-3p,dataset2,ncrna
1085,hsa-miR-200a-3p,hsa-mir-200a-3p,dataset2,ncrna
1086,hsa-miR-200a-5p,hsa-mir-200a-5p,dataset2,ncrna
1087,hsa-miR-200b-3p,hsa-mir-200b-3p,dataset2,ncrna
1088,hsa-miR-200b-5p,hsa-mir-200b-5p,dataset2,ncrna
1089,hsa-mir-200c,hsa-mir-200c,dataset2,ncrna
1090,hsa-miR-200c-3p,hsa-mir-200c-3p,dataset2,ncrna
1091,hsa-miR-200c-5p,hsa-mir-200c-5p,dataset2,ncrna
1092,hsa-miR-202-3p,hsa-mir-202-3p,dataset2,ncrna
1093,hsa-miR-202-5p,hsa-mir-202-5p,dataset2,ncrna
1094,hsa-miR-203a-3p,hsa-mir-203a-3p,dataset2,ncrna
1095,hsa-miR-203b-3p,hsa-mir-203b-3p,dataset2,ncrna
1096,hsa-miR-203b-5p,hsa-mir-203b-5p,dataset2,ncrna
1097,hsa-mir-204,hsa-mir-204,dataset2,ncrna
1098,hsa-miR-204-3p,hsa-mir-204-3p,dataset2,ncrna
1099,hsa-miR-204-5p,hsa-mir-204-5p,dataset2,ncrna
1100,hsa-mir-205,hsa-mir-205,dataset2,ncrna
1101,hsa-miR-205-3p,hsa-mir-205-3p,dataset2,ncrna
1102,hsa-miR-205-5p,hsa-mir-205-5p,dataset2,ncrna
1103,hsa-miR-206,hsa-mir-206,dataset2,ncrna
1104,hsa-miR-208a-3p,hsa-mir-208a-3p,dataset2,ncrna
1105,hsa-miR-208a-5p,hsa-mir-208a-5p,dataset2,ncrna
1106,hsa-miR-208b-3p,hsa-mir-208b-3p,dataset2,ncrna
1107,hsa-mir-20a,hsa-mir-20a,dataset2,ncrna
1108,hsa-miR-20a-3p,hsa-mir-20a-3p,dataset2,ncrna
1109,hsa-miR-20a-5p,hsa-mir-20a-5p,dataset2,ncrna
1110,hsa-miR-20b-3p,hsa-mir-20b-3p,dataset2,ncrna
1111,hsa-miR-20b-5p,hsa-mir-20b-5p,dataset2,ncrna
1112,hsa-miR-21-3p,hsa-mir-21-3p,dataset2,ncrna
1113,hsa-miR-21-5p,hsa-mir-21-5p,dataset2,ncrna
1114,hsa-mir-210,hsa-mir-210,dataset2,ncrna
1115,hsa-miR-210-3p,hsa-mir-210-3p,dataset2,ncrna
1116,hsa-miR-211-3p,hsa-mir-211-3p,dataset2,ncrna
1117,hsa-miR-211-5p,hsa-mir-211-5p,dataset2,ncrna
1118,hsa-miR-2110,hsa-mir-2110,dataset2,ncrna
1119,hsa-miR-2113,hsa-mir-2113,dataset2,ncrna
1120,hsa-miR-2114-5p,hsa-mir-2114-5p,dataset2,ncrna
1121,hsa-mir-2116,hsa-mir-2116,dataset2,ncrna
1122,hsa-miR-2116-3p,hsa-mir-2116-3p,dataset2,ncrna
1123,hsa-miR-2116-5p,hsa-mir-2116-5p,dataset2,ncrna
1124,hsa-mir-212,hsa-mir-212,dataset2,ncrna
1125,hsa-miR-212-3p,hsa-mir-212-3p,dataset2,ncrna
1126,hsa-miR-212-5p,hsa-mir-212-5p,dataset2,ncrna
1127,hsa-mir-214,hsa-mir-214,dataset2,ncrna
1128,hsa-miR-214-3p,hsa-mir-214-3p,dataset2,ncrna
1129,hsa-miR-214-5p,hsa-mir-214-5p,dataset2,ncrna
1130,hsa-mir-215,hsa-mir-215,dataset2,ncrna
1131,hsa-miR-215-3p,hsa-mir-215-3p,dataset2,ncrna
1132,hsa-miR-215-5p,hsa-mir-215-5p,dataset2,ncrna
1133,hsa-miR-216a-5p,hsa-mir-216a-5p,dataset2,ncrna
1134,hsa-miR-216b-5p,hsa-mir-216b-5p,dataset2,ncrna
1135,hsa-mir-217,hsa-mir-217,dataset2,ncrna
1136,hsa-miR-217-5p,hsa-mir-217-5p,dataset2,ncrna
1137,hsa-miR-218-1-3p,hsa-mir-218-1-3p,dataset2,ncrna
1138,hsa-mir-218-2,hsa-mir-218-2,dataset2,ncrna
1139,hsa-miR-218-2-3p,hsa-mir-218-2-3p,dataset2,ncrna
1140,hsa-miR-218-5p,hsa-mir-218-5p,dataset2,ncrna
1141,hsa-mir-219a-1,hsa-mir-219a-1,dataset2,ncrna
1142,hsa-miR-219a-1-3p,hsa-mir-219a-1-3p,dataset2,ncrna
1143,hsa-mir-219a-2,hsa-mir-219a-2,dataset2,ncrna
1144,hsa-miR-219a-2-3p,hsa-mir-219a-2-3p,dataset2,ncrna
1145,hsa-miR-219a-5p,hsa-mir-219a-5p,dataset2,ncrna
1146,hsa-mir-219b,hsa-mir-219b,dataset2,ncrna
1147,hsa-miR-219b-5p,hsa-mir-219b-5p,dataset2,ncrna
1148,hsa-mir-22,hsa-mir-22,dataset2,ncrna
1149,hsa-miR-22-3p,hsa-mir-22-3p,dataset2,ncrna
1150,hsa-miR-22-5p,hsa-mir-22-5p,dataset2,ncrna
1151,hsa-mir-221,hsa-mir-221,dataset2,ncrna
1152,hsa-miR-221-3p,hsa-mir-221-3p,dataset2,ncrna
1153,hsa-miR-221-5p,hsa-mir-221-5p,dataset2,ncrna
1154,hsa-mir-222,hsa-mir-222,dataset2,ncrna
1155,hsa-miR-222-3p,hsa-mir-222-3p,dataset2,ncrna
1156,hsa-miR-222-5p,hsa-mir-222-5p,dataset2,ncrna
1157,hsa-miR-223-3p,hsa-mir-223-3p,dataset2,ncrna
1158,hsa-miR-224-3p,hsa-mir-224-3p,dataset2,ncrna
1159,hsa-miR-224-5p,hsa-mir-224-5p,dataset2,ncrna
1160,hsa-mir-2276,hsa-mir-2276,dataset2,ncrna
1161,hsa-miR-2276-3p,hsa-mir-2276-3p,dataset2,ncrna
1162,hsa-miR-2276-5p,hsa-mir-2276-5p,dataset2,ncrna
1163,hsa-miR-2277-3p,hsa-mir-2277-3p,dataset2,ncrna
1164,hsa-miR-2278,hsa-mir-2278,dataset2,ncrna
1165,hsa-miR-2355-3p,hsa-mir-2355-3p,dataset2,ncrna
1166,hsa-miR-2355-5p,hsa-mir-2355-5p,dataset2,ncrna
1167,hsa-miR-2392,hsa-mir-2392,dataset2,ncrna
1168,hsa-mir-23a,hsa-mir-23a,dataset2,ncrna
1169,hsa-miR-23a-3p,hsa-mir-23a-3p,dataset2,ncrna
1170,hsa-miR-23a-5p,hsa-mir-23a-5p,dataset2,ncrna
1171,hsa-mir-23b,hsa-mir-23b,dataset2,ncrna
1172,hsa-miR-23b-3p,hsa-mir-23b-3p,dataset2,ncrna
1173,hsa-miR-23b-5p,hsa-mir-23b-5p,dataset2,ncrna
1174,hsa-miR-23c,hsa-mir-23c,dataset2,ncrna
1175,hsa-miR-24-2-5p,hsa-mir-24-2-5p,dataset2,ncrna
1176,hsa-miR-24-3p,hsa-mir-24-3p,dataset2,ncrna
1177,hsa-mir-2467,hsa-mir-2467,dataset2,ncrna
1178,hsa-miR-2467-3p,hsa-mir-2467-3p,dataset2,ncrna
1179,hsa-miR-2682-5p,hsa-mir-2682-5p,dataset2,ncrna
1180,hsa_circ_0000023,hsa circ 0000023,dataset2,ncrna
1181,hsa_circ_0000039,hsa circ 0000039,dataset2,ncrna
1182,hsa_circ_0000042,hsa circ 0000042,dataset2,ncrna
1183,hsa_circ_0000045,hsa circ 0000045,dataset2,ncrna
1184,hsa_circ_0000073,hsa circ 0000073,dataset2,ncrna
1185,hsa_circ_0000082,hsa circ 0000082,dataset2,ncrna
1186,hsa_circ_0000085,hsa circ 0000085,dataset2,ncrna
1187,hsa_circ_0000092,hsa circ 0000092,dataset2,ncrna
1188,hsa_circ_0000110,hsa circ 0000110,dataset2,ncrna
1189,hsa_circ_0000122,hsa circ 0000122,dataset2,ncrna
1190,hsa_circ_0000123,hsa circ 0000123,dataset2,ncrna
1191,hsa_circ_0000129,hsa circ 0000129,dataset2,ncrna
1192,hsa_circ_0000141,hsa circ 0000141,dataset2,ncrna
1193,hsa_circ_0000177,hsa circ 0000177,dataset2,ncrna
1194,hsa_circ_0000190,hsa circ 0000190,dataset2,ncrna
1195,hsa_circ_0000199,hsa circ 0000199,dataset2,ncrna
1196,hsa_circ_0000231,hsa circ 0000231,dataset2,ncrna
1197,hsa_circ_0000277,hsa circ 0000277,dataset2,ncrna
1198,hsa_circ_0000307,hsa circ 0000307,dataset2,ncrna
1199,hsa_circ_0000326,hsa circ 0000326,dataset2,ncrna
1200,hsa_circ_0000352,hsa circ 0000352,dataset2,ncrna
1201,hsa_circ_0000353,hsa circ 0000353,dataset2,ncrna
1202,hsa_circ_0000356,hsa circ 0000356,dataset2,ncrna
1203,hsa_circ_0000375,hsa circ 0000375,dataset2,ncrna
1204,hsa_circ_0000463,hsa circ 0000463,dataset2,ncrna
1205,hsa_circ_0000471,hsa circ 0000471,dataset2,ncrna
1206,hsa_circ_0000487,hsa circ 0000487,dataset2,ncrna
1207,hsa_circ_0000495,hsa circ 0000495,dataset2,ncrna
1208,hsa_circ_0000502,hsa circ 0000502,dataset2,ncrna
1209,hsa_circ_0000515,hsa circ 0000515,dataset2,ncrna
1210,hsa_circ_0000518,hsa circ 0000518,dataset2,ncrna
1211,hsa_circ_0000519,hsa circ 0000519,dataset2,ncrna
1212,hsa_circ_0000520,hsa circ 0000520,dataset2,ncrna
1213,hsa_circ_0000588,hsa circ 0000588,dataset2,ncrna
1214,hsa_circ_0000657,hsa circ 0000657,dataset2,ncrna
1215,hsa_circ_0001779,hsa circ 0001779,dataset2,ncrna
1216,hsa_circ_0001784,hsa circ 0001784,dataset2,ncrna
1217,hsa_circ_0001792,hsa circ 0001792,dataset2,ncrna
1218,hsa_circ_0001812,hsa circ 0001812,dataset2,ncrna
1219,hsa_circ_0001819,hsa circ 0001819,dataset2,ncrna
1220,hsa_circ_0001821,hsa circ 0001821,dataset2,ncrna
1221,hsa_circ_0001826,hsa circ 0001826,dataset2,ncrna
1222,hsa_circ_0001839,hsa circ 0001839,dataset2,ncrna
1223,hsa_circ_0001910,hsa circ 0001910,dataset2,ncrna
1224,hsa_circ_0001938,hsa circ 0001938,dataset2,ncrna
1225,hsa_circ_0002012,hsa circ 0002012,dataset2,ncrna
1226,hsa_circ_0002017,hsa circ 0002017,dataset2,ncrna
1227,hsa_circ_0002046,hsa circ 0002046,dataset2,ncrna
1228,hsa_circ_0002078,hsa circ 0002078,dataset2,ncrna
1229,hsa_circ_0002082,hsa circ 0002082,dataset2,ncrna
1230,hsa_circ_0002109,hsa circ 0002109,dataset2,ncrna
1231,hsa_circ_0002111,hsa circ 0002111,dataset2,ncrna
1232,hsa_circ_0002186,hsa circ 0002186,dataset2,ncrna
1233,hsa_circ_0002205,hsa circ 0002205,dataset2,ncrna
1234,hsa_circ_0002257,hsa circ 0002257,dataset2,ncrna
1235,hsa_circ_0002274,hsa circ 0002274,dataset2,ncrna
1236,hsa_circ_0002287,hsa circ 0002287,dataset2,ncrna
1237,hsa_circ_0002296,hsa circ 0002296,dataset2,ncrna
1238,hsa_circ_0002318,hsa circ 0002318,dataset2,ncrna
1239,hsa_circ_0002346,hsa circ 0002346,dataset2,ncrna
1240,hsa_circ_0002369,hsa circ 0002369,dataset2,ncrna
1241,hsa_circ_0002375,hsa circ 0002375,dataset2,ncrna
1242,hsa_circ_0002392,hsa circ 0002392,dataset2,ncrna
1243,hsa_circ_0002399,hsa circ 0002399,dataset2,ncrna
1244,hsa_circ_0002413,hsa circ 0002413,dataset2,ncrna
1245,hsa_circ_0002419,hsa circ 0002419,dataset2,ncrna
1246,hsa_circ_0002434,hsa circ 0002434,dataset2,ncrna
1247,hsa_circ_0002476,hsa circ 0002476,dataset2,ncrna
1248,hsa_circ_0002522,hsa circ 0002522,dataset2,ncrna
1249,hsa_circ_0002525,hsa circ 0002525,dataset2,ncrna
1250,hsa_circ_0002570,hsa circ 0002570,dataset2,ncrna
1251,hsa_circ_0002612,hsa circ 0002612,dataset2,ncrna
1252,hsa_circ_0002641,hsa circ 0002641,dataset2,ncrna
1253,hsa_circ_0002715,hsa circ 0002715,dataset2,ncrna
1254,hsa_circ_0002861,hsa circ 0002861,dataset2,ncrna
1255,hsa_circ_0002886,hsa circ 0002886,dataset2,ncrna
1256,hsa_circ_0002894,hsa circ 0002894,dataset2,ncrna
1257,hsa_circ_0002934,hsa circ 0002934,dataset2,ncrna
1258,hsa_circ_0002973,hsa circ 0002973,dataset2,ncrna
1259,hsa_circ_0003018,hsa circ 0003018,dataset2,ncrna
1260,hsa_circ_0003028,hsa circ 0003028,dataset2,ncrna
1261,hsa_circ_0003049,hsa circ 0003049,dataset2,ncrna
1262,hsa_circ_0003054,hsa circ 0003054,dataset2,ncrna
1263,hsa_circ_0003067,hsa circ 0003067,dataset2,ncrna
1264,hsa_circ_0003119,hsa circ 0003119,dataset2,ncrna
1265,hsa_circ_0003270,hsa circ 0003270,dataset2,ncrna
1266,hsa_circ_0003273,hsa circ 0003273,dataset2,ncrna
1267,hsa_circ_0003323,hsa circ 0003323,dataset2,ncrna
1268,hsa_circ_0003355,hsa circ 0003355,dataset2,ncrna
1269,hsa_circ_0003380,hsa circ 0003380,dataset2,ncrna
1270,hsa_circ_0003489,hsa circ 0003489,dataset2,ncrna
1271,hsa_circ_0003515,hsa circ 0003515,dataset2,ncrna
1272,hsa_circ_0003538,hsa circ 0003538,dataset2,ncrna
1273,hsa_circ_0003549,hsa circ 0003549,dataset2,ncrna
1274,hsa_circ_0003559,hsa circ 0003559,dataset2,ncrna
1275,hsa_circ_0003561,hsa circ 0003561,dataset2,ncrna
1276,hsa_circ_0003628,hsa circ 0003628,dataset2,ncrna
1277,hsa_circ_0003643,hsa circ 0003643,dataset2,ncrna
1278,hsa_circ_0003755,hsa circ 0003755,dataset2,ncrna
1279,hsa_circ_0003761,hsa circ 0003761,dataset2,ncrna
1280,hsa_circ_0003803,hsa circ 0003803,dataset2,ncrna
1281,hsa_circ_0003805,hsa circ 0003805,dataset2,ncrna
1282,hsa_circ_0003832,hsa circ 0003832,dataset2,ncrna
1283,hsa_circ_0003853,hsa circ 0003853,dataset2,ncrna
1284,hsa_circ_0003887,hsa circ 0003887,dataset2,ncrna
1285,hsa_circ_0003908,hsa circ 0003908,dataset2,ncrna
1286,hsa_circ_0003922,hsa circ 0003922,dataset2,ncrna
1287,hsa_circ_0003977,hsa circ 0003977,dataset2,ncrna
1288,hsa_circ_0003998,hsa circ 0003998,dataset2,ncrna
1289,hsa_circ_0004052,hsa circ 0004052,dataset2,ncrna
1290,hsa_circ_0004066,hsa circ 0004066,dataset2,ncrna
1291,hsa_circ_0004152,hsa circ 0004152,dataset2,ncrna
1292,hsa_circ_0004157,hsa circ 0004157,dataset2,ncrna
1293,hsa_circ_0004206,hsa circ 0004206,dataset2,ncrna
1294,hsa_circ_0004247,hsa circ 0004247,dataset2,ncrna
1295,hsa_circ_0004271,hsa circ 0004271,dataset2,ncrna
1296,hsa_circ_0004373,hsa circ 0004373,dataset2,ncrna
1297,hsa_circ_0004389,hsa circ 0004389,dataset2,ncrna
1298,hsa_circ_0004405,hsa circ 0004405,dataset2,ncrna
1299,hsa_circ_0004513,hsa circ 0004513,dataset2,ncrna
1300,hsa_circ_0004539,hsa circ 0004539,dataset2,ncrna
1301,hsa_circ_0004581,hsa circ 0004581,dataset2,ncrna
1302,hsa_circ_0004590,hsa circ 0004590,dataset2,ncrna
1303,hsa_circ_0004592,hsa circ 0004592,dataset2,ncrna
1304,hsa_circ_0004646,hsa circ 0004646,dataset2,ncrna
1305,hsa_circ_0004680,hsa circ 0004680,dataset2,ncrna
1306,hsa_circ_0004771,hsa circ 0004771,dataset2,ncrna
1307,hsa_circ_0004817,hsa circ 0004817,dataset2,ncrna
1308,hsa_circ_0004831,hsa circ 0004831,dataset2,ncrna
1309,hsa_circ_0004842,hsa circ 0004842,dataset2,ncrna
1310,hsa_circ_0004850,hsa circ 0004850,dataset2,ncrna
1311,hsa_circ_0004864,hsa circ 0004864,dataset2,ncrna
1312,hsa_circ_0004870,hsa circ 0004870,dataset2,ncrna
1313,hsa_circ_0004892,hsa circ 0004892,dataset2,ncrna
1314,hsa_circ_0004901,hsa circ 0004901,dataset2,ncrna
1315,hsa_circ_0004904,hsa circ 0004904,dataset2,ncrna
1316,hsa_circ_0004911,hsa circ 0004911,dataset2,ncrna
1317,hsa_circ_0004968,hsa circ 0004968,dataset2,ncrna
1318,hsa_circ_0005017,hsa circ 0005017,dataset2,ncrna
1319,hsa_circ_0005035,hsa circ 0005035,dataset2,ncrna
1320,hsa_circ_0005051,hsa circ 0005051,dataset2,ncrna
1321,hsa_circ_0005064,hsa circ 0005064,dataset2,ncrna
1322,hsa_circ_0005203,hsa circ 0005203,dataset2,ncrna
1323,hsa_circ_0005275,hsa circ 0005275,dataset2,ncrna
1324,hsa_circ_0005281,hsa circ 0005281,dataset2,ncrna
1325,hsa_circ_0005325,hsa circ 0005325,dataset2,ncrna
1326,hsa_circ_0005332,hsa circ 0005332,dataset2,ncrna
1327,hsa_circ_0005405,hsa circ 0005405,dataset2,ncrna
1328,hsa_circ_0005462,hsa circ 0005462,dataset2,ncrna
1329,hsa_circ_0005468,hsa circ 0005468,dataset2,ncrna
1330,hsa_circ_0005487,hsa circ 0005487,dataset2,ncrna
1331,hsa_circ_0005512,hsa circ 0005512,dataset2,ncrna
1332,hsa_circ_0005533,hsa circ 0005533,dataset2,ncrna
1333,hsa_circ_0005556,hsa circ 0005556,dataset2,ncrna
1334,hsa_circ_0005576,hsa circ 0005576,dataset2,ncrna
1335,hsa_circ_0005654,hsa circ 0005654,dataset2,ncrna
1336,hsa_circ_0005659,hsa circ 0005659,dataset2,ncrna
1337,hsa_circ_0005687,hsa circ 0005687,dataset2,ncrna
1338,hsa_circ_0005702,hsa circ 0005702,dataset2,ncrna
1339,hsa_circ_0005715,hsa circ 0005715,dataset2,ncrna
1340,hsa_circ_0005735,hsa circ 0005735,dataset2,ncrna
1341,hsa_circ_0005843,hsa circ 0005843,dataset2,ncrna
1342,hsa_circ_0005869,hsa circ 0005869,dataset2,ncrna
1343,hsa_circ_0005873,hsa circ 0005873,dataset2,ncrna
1344,hsa_circ_0005910,hsa circ 0005910,dataset2,ncrna
1345,hsa_circ_0005941,hsa circ 0005941,dataset2,ncrna
1346,hsa_circ_0006046,hsa circ 0006046,dataset2,ncrna
1347,hsa_circ_0006084,hsa circ 0006084,dataset2,ncrna
1348,hsa_circ_0006088,hsa circ 0006088,dataset2,ncrna
1349,hsa_circ_0006097,hsa circ 0006097,dataset2,ncrna
1350,hsa_circ_0006113,hsa circ 0006113,dataset2,ncrna
1351,hsa_circ_0006156,hsa circ 0006156,dataset2,ncrna
1352,hsa_circ_0006272,hsa circ 0006272,dataset2,ncrna
1353,hsa_circ_0006294,hsa circ 0006294,dataset2,ncrna
1354,hsa_circ_0006367,hsa circ 0006367,dataset2,ncrna
1355,hsa_circ_0006385,hsa circ 0006385,dataset2,ncrna
